category,metric,row_type,period_idx,period_label,excel_value,python_value,delta,delta_pct,excel_source,python_source,confidence,notes
Senior Debt,Senior Closing Balance,Excel,49,Y25H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,49,Y25H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,49,Y25H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,50,Y26H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,50,Y26H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,50,Y26H1,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,51,Y26H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,51,Y26H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,51,Y26H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,52,Y27H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,52,Y27H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,52,Y27H1,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,53,Y27H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,53,Y27H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,53,Y27H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,54,Y28H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,54,Y28H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,54,Y28H1,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,55,Y28H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,55,Y28H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,55,Y28H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,56,Y29H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,56,Y29H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,56,Y29H1,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,57,Y29H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,57,Y29H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,57,Y29H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,58,Y30H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,58,Y30H1,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,58,Y30H1,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Excel,59,Y30H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Python,59,Y30H2,-43358.5,0.0,43358.5,0.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
Senior Debt,Senior Closing Balance,Delta,59,Y30H2,-43358.5,0.0,43358.5,1.0000,DS!senior_principal_keur (cumulative),result.periods[i].senior_balance_keur,approximate,
SHL,SHL Gross Accrued Interest,Excel,0,Y01H1,3568.7,1286.0,-2282.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,0,Y01H1,3568.7,1286.0,-2282.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,0,Y01H1,3568.7,1286.0,-2282.6,-0.6396,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,1,Y01H2,1297.4,1307.4,10.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,1,Y01H2,1297.4,1307.4,10.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,1,Y01H2,1297.4,1307.4,10.0,0.0077,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,2,Y02H1,1332.8,1294.2,-38.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,2,Y02H1,1332.8,1294.2,-38.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,2,Y02H1,1332.8,1294.2,-38.5,-0.0289,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,3,Y02H2,1325.4,1323.7,-1.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,3,Y02H2,1325.4,1323.7,-1.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,3,Y02H2,1325.4,1323.7,-1.7,-0.0013,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,4,Y03H1,1361.9,1314.1,-47.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,4,Y03H1,1361.9,1314.1,-47.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,4,Y03H1,1361.9,1314.1,-47.8,-0.0351,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,5,Y03H2,1362.2,1336.7,-25.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,5,Y03H2,1362.2,1336.7,-25.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,5,Y03H2,1362.2,1336.7,-25.5,-0.0187,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,6,Y04H1,1392.7,1327.0,-65.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,6,Y04H1,1392.7,1327.0,-65.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,6,Y04H1,1392.7,1327.0,-65.7,-0.0472,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,7,Y04H2,1386.1,1357.3,-28.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,7,Y04H2,1386.1,1357.3,-28.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,7,Y04H2,1386.1,1357.3,-28.8,-0.0208,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,8,Y05H1,1425.1,1343.8,-81.4,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,8,Y05H1,1425.1,1343.8,-81.4,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,8,Y05H1,1425.1,1343.8,-81.4,-0.0571,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,9,Y05H2,1418.6,1374.6,-44.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,9,Y05H2,1418.6,1374.6,-44.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,9,Y05H2,1418.6,1374.6,-44.0,-0.0311,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,10,Y06H1,1459.0,1361.0,-98.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,10,Y06H1,1459.0,1361.0,-98.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,10,Y06H1,1459.0,1361.0,-98.0,-0.0672,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,11,Y06H2,1452.8,1391.9,-60.9,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,11,Y06H2,1452.8,1391.9,-60.9,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,11,Y06H2,1452.8,1391.9,-60.9,-0.0419,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,12,Y07H1,1494.7,1381.7,-113.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,12,Y07H1,1494.7,1381.7,-113.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,12,Y07H1,1494.7,1381.7,-113.0,-0.0756,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,13,Y07H2,1497.1,1405.1,-92.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,13,Y07H2,1497.1,1405.1,-92.0,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,13,Y07H2,1497.1,1405.1,-92.0,-0.0615,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,14,Y08H1,1532.3,1394.5,-137.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,14,Y08H1,1532.3,1394.5,-137.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,14,Y08H1,1532.3,1394.5,-137.8,-0.0900,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,15,Y08H2,1526.7,1425.5,-101.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,15,Y08H2,1526.7,1425.5,-101.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,15,Y08H2,1526.7,1425.5,-101.1,-0.0663,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,16,Y09H1,1571.1,1410.5,-160.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,16,Y09H1,1571.1,1410.5,-160.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,16,Y09H1,1571.1,1410.5,-160.6,-0.1022,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,17,Y09H2,1565.3,1441.5,-123.9,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,17,Y09H2,1565.3,1441.5,-123.9,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,17,Y09H2,1565.3,1441.5,-123.9,-0.0791,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,18,Y10H1,1611.0,1425.9,-185.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,18,Y10H1,1611.0,1425.9,-185.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,18,Y10H1,1611.0,1425.9,-185.1,-0.1149,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,19,Y10H2,1605.3,1456.8,-148.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,19,Y10H2,1605.3,1456.8,-148.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,19,Y10H2,1605.3,1456.8,-148.5,-0.0925,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,20,Y11H1,1652.3,1444.6,-207.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,20,Y11H1,1652.3,1444.6,-207.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,20,Y11H1,1652.3,1444.6,-207.7,-0.1257,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,21,Y11H2,1655.7,1467.4,-188.3,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,21,Y11H2,1655.7,1467.4,-188.3,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,21,Y11H2,1655.7,1467.4,-188.3,-0.1137,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,22,Y12H1,1695.4,1466.3,-229.2,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,22,Y12H1,1695.4,1466.3,-229.2,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,22,Y12H1,1695.4,1466.3,-229.2,-0.1352,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,23,Y12H2,1690.1,1497.6,-192.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,23,Y12H2,1690.1,1497.6,-192.5,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,23,Y12H2,1690.1,1497.6,-192.5,-0.1139,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,24,Y13H1,1740.2,1495.4,-244.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,24,Y13H1,1740.2,1495.4,-244.8,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,24,Y13H1,1740.2,1495.4,-244.8,-0.1407,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,25,Y13H2,1734.9,1520.2,-214.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,25,Y13H2,1734.9,1520.2,-214.6,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,25,Y13H2,1734.9,1520.2,-214.6,-0.1237,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,26,Y14H1,1703.2,1495.4,-207.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,26,Y14H1,1703.2,1495.4,-207.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,26,Y14H1,1703.2,1495.4,-207.7,-0.1220,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,27,Y14H2,1617.3,1520.2,-97.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,27,Y14H2,1617.3,1520.2,-97.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,27,Y14H2,1617.3,1520.2,-97.1,-0.0600,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,28,Y15H1,1577.7,1499.6,-78.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,28,Y15H1,1577.7,1499.6,-78.1,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,28,Y15H1,1577.7,1499.6,-78.1,-0.0495,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,29,Y15H2,1527.9,1329.1,-198.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,29,Y15H2,1527.9,1329.1,-198.7,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,29,Y15H2,1527.9,1329.1,-198.7,-0.1301,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,30,Y16H1,1356.6,1153.2,-203.4,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Python,30,Y16H1,1356.6,1153.2,-203.4,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Delta,30,Y16H1,1356.6,1153.2,-203.4,-0.1499,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
SHL,SHL Gross Accrued Interest,Excel,31,Y16H2,1183.0,969.7,-213.3,0.0000,SHL schedule!gross_interest,result.periods[i].shl_gross_accrued_interest_keur,approximate,SHL gross-accrued is candidate driver; treatment may differ from Excel
