project,group_code,item_code,item_name,year_index,basis,primary_driver,base_amount_keur,inflation_rate,inflation_factor,active,explicit_schedule_value_keur,manual_override_keur,contingency_rate,contingency_base_keur,base_component_keur,inflation_component_keur,volume_component_keur,step_change_component_keur,active_flag_component_keur,contingency_component_keur,manual_override_component_keur,resulting_amount_keur,total_movement_vs_base_keur,reconciliation_delta_keur,notes
TUHO,B.05,B.05.3,Others,24,fixed_annual_keur,INFLATION,5.0,0.02,1.5768992641913981,True,,,,,5.0,2.884496320956991,0.0,0.0,0.0,0.0,0.0,7.884496320956991,2.884496320956991,0.0,
TUHO,B.05,B.05.1,Surveillance systems,25,fixed_annual_keur,INFLATION,30.0,0.02,1.6084372494752261,True,,,,,30.0,18.253117484256784,0.0,0.0,0.0,0.0,0.0,48.253117484256784,18.253117484256784,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,25,fixed_annual_keur,INFLATION,15.0,0.02,1.6084372494752261,True,,,,,15.0,9.126558742128392,0.0,0.0,0.0,0.0,0.0,24.126558742128392,9.126558742128392,0.0,
TUHO,B.05,B.05.3,Others,25,fixed_annual_keur,INFLATION,5.0,0.02,1.6084372494752261,True,,,,,5.0,3.042186247376131,0.0,0.0,0.0,0.0,0.0,8.042186247376131,3.042186247376131,0.0,
TUHO,B.05,B.05.1,Surveillance systems,26,fixed_annual_keur,INFLATION,30.0,0.02,1.6406059944647307,True,,,,,30.0,19.218179833941917,0.0,0.0,0.0,0.0,0.0,49.21817983394192,19.218179833941917,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,26,fixed_annual_keur,INFLATION,15.0,0.02,1.6406059944647307,True,,,,,15.0,9.609089916970959,0.0,0.0,0.0,0.0,0.0,24.60908991697096,9.609089916970959,0.0,
TUHO,B.05,B.05.3,Others,26,fixed_annual_keur,INFLATION,5.0,0.02,1.6406059944647307,True,,,,,5.0,3.2030299723236535,0.0,0.0,0.0,0.0,0.0,8.203029972323653,3.2030299723236535,0.0,
TUHO,B.05,B.05.1,Surveillance systems,27,fixed_annual_keur,INFLATION,30.0,0.02,1.6734181143540252,True,,,,,30.0,20.202543430620757,0.0,0.0,0.0,0.0,0.0,50.20254343062076,20.202543430620757,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,27,fixed_annual_keur,INFLATION,15.0,0.02,1.6734181143540252,True,,,,,15.0,10.101271715310379,0.0,0.0,0.0,0.0,0.0,25.10127171531038,10.101271715310379,0.0,
TUHO,B.05,B.05.3,Others,27,fixed_annual_keur,INFLATION,5.0,0.02,1.6734181143540252,True,,,,,5.0,3.3670905717701256,0.0,0.0,0.0,0.0,0.0,8.367090571770126,3.3670905717701256,0.0,
TUHO,B.05,B.05.1,Surveillance systems,28,fixed_annual_keur,INFLATION,30.0,0.02,1.7068864766411058,True,,,,,30.0,21.206594299233174,0.0,0.0,0.0,0.0,0.0,51.206594299233174,21.206594299233174,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,28,fixed_annual_keur,INFLATION,15.0,0.02,1.7068864766411058,True,,,,,15.0,10.603297149616587,0.0,0.0,0.0,0.0,0.0,25.603297149616587,10.603297149616587,0.0,
TUHO,B.05,B.05.3,Others,28,fixed_annual_keur,INFLATION,5.0,0.02,1.7068864766411058,True,,,,,5.0,3.5344323832055284,0.0,0.0,0.0,0.0,0.0,8.534432383205528,3.5344323832055284,0.0,
TUHO,B.05,B.05.1,Surveillance systems,29,fixed_annual_keur,INFLATION,30.0,0.02,1.741024206173928,True,,,,,30.0,22.23072618521784,0.0,0.0,0.0,0.0,0.0,52.23072618521784,22.23072618521784,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,29,fixed_annual_keur,INFLATION,15.0,0.02,1.741024206173928,True,,,,,15.0,11.11536309260892,0.0,0.0,0.0,0.0,0.0,26.11536309260892,11.11536309260892,0.0,
TUHO,B.05,B.05.3,Others,29,fixed_annual_keur,INFLATION,5.0,0.02,1.741024206173928,True,,,,,5.0,3.705121030869641,0.0,0.0,0.0,0.0,0.0,8.705121030869641,3.705121030869641,0.0,
TUHO,B.05,B.05.1,Surveillance systems,30,fixed_annual_keur,INFLATION,30.0,0.02,1.7758446902974065,True,,,,,30.0,23.275340708922194,0.0,0.0,0.0,0.0,0.0,53.275340708922194,23.275340708922194,0.0,
TUHO,B.05,B.05.2,Surveillance patrols,30,fixed_annual_keur,INFLATION,15.0,0.02,1.7758446902974065,True,,,,,15.0,11.637670354461097,0.0,0.0,0.0,0.0,0.0,26.637670354461097,11.637670354461097,0.0,
TUHO,B.05,B.05.3,Others,30,fixed_annual_keur,INFLATION,5.0,0.02,1.7758446902974065,True,,,,,5.0,3.8792234514870323,0.0,0.0,0.0,0.0,0.0,8.879223451487032,3.8792234514870323,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,1,fixed_annual_keur,INFLATION,400.0,0.02,1.0,True,,,,,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,
TUHO,B.06,B.06.2,Third Party Liability,1,fixed_annual_keur,INFLATION,30.0,0.02,1.0,True,,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,1,fixed_annual_keur,INFLATION,20.0,0.02,1.0,True,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,1,fixed_annual_keur,INFLATION,10.0,0.02,1.0,True,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,1,fixed_annual_keur,INFLATION,8.75,0.02,1.0,True,,,,,8.75,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,2,fixed_annual_keur,INFLATION,400.0,0.02,1.02,True,,,,,400.0,8.0,0.0,0.0,0.0,0.0,0.0,408.0,8.0,0.0,
TUHO,B.06,B.06.2,Third Party Liability,2,fixed_annual_keur,INFLATION,30.0,0.02,1.02,True,,,,,30.0,0.6000000000000014,0.0,0.0,0.0,0.0,0.0,30.6,0.6000000000000014,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,2,fixed_annual_keur,INFLATION,20.0,0.02,1.02,True,,,,,20.0,0.3999999999999986,0.0,0.0,0.0,0.0,0.0,20.4,0.3999999999999986,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,2,fixed_annual_keur,INFLATION,10.0,0.02,1.02,True,,,,,10.0,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,10.2,0.1999999999999993,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,2,fixed_annual_keur,INFLATION,8.75,0.02,1.02,True,,,,,8.75,0.1750000000000007,0.0,0.0,0.0,0.0,0.0,8.925,0.1750000000000007,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,3,fixed_annual_keur,INFLATION,400.0,0.02,1.0404,True,,,,,400.0,16.159999999999968,0.0,0.0,0.0,0.0,0.0,416.15999999999997,16.159999999999968,0.0,
TUHO,B.06,B.06.2,Third Party Liability,3,fixed_annual_keur,INFLATION,30.0,0.02,1.0404,True,,,,,30.0,1.2119999999999997,0.0,0.0,0.0,0.0,0.0,31.212,1.2119999999999997,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,3,fixed_annual_keur,INFLATION,20.0,0.02,1.0404,True,,,,,20.0,0.8079999999999998,0.0,0.0,0.0,0.0,0.0,20.808,0.8079999999999998,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,3,fixed_annual_keur,INFLATION,10.0,0.02,1.0404,True,,,,,10.0,0.4039999999999999,0.0,0.0,0.0,0.0,0.0,10.404,0.4039999999999999,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,3,fixed_annual_keur,INFLATION,8.75,0.02,1.0404,True,,,,,8.75,0.35350000000000037,0.0,0.0,0.0,0.0,0.0,9.1035,0.35350000000000037,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,4,fixed_annual_keur,INFLATION,400.0,0.02,1.0612080000000002,True,,,,,400.0,24.483200000000068,0.0,0.0,0.0,0.0,0.0,424.48320000000007,24.483200000000068,0.0,
TUHO,B.06,B.06.2,Third Party Liability,4,fixed_annual_keur,INFLATION,30.0,0.02,1.0612080000000002,True,,,,,30.0,1.8362400000000036,0.0,0.0,0.0,0.0,0.0,31.836240000000004,1.8362400000000036,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,4,fixed_annual_keur,INFLATION,20.0,0.02,1.0612080000000002,True,,,,,20.0,1.2241600000000048,0.0,0.0,0.0,0.0,0.0,21.224160000000005,1.2241600000000048,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,4,fixed_annual_keur,INFLATION,10.0,0.02,1.0612080000000002,True,,,,,10.0,0.6120800000000024,0.0,0.0,0.0,0.0,0.0,10.612080000000002,0.6120800000000024,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,4,fixed_annual_keur,INFLATION,8.75,0.02,1.0612080000000002,True,,,,,8.75,0.5355700000000017,0.0,0.0,0.0,0.0,0.0,9.285570000000002,0.5355700000000017,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,5,fixed_annual_keur,INFLATION,400.0,0.02,1.08243216,True,,,,,400.0,32.972864000000015,0.0,0.0,0.0,0.0,0.0,432.972864,32.972864000000015,0.0,
TUHO,B.06,B.06.2,Third Party Liability,5,fixed_annual_keur,INFLATION,30.0,0.02,1.08243216,True,,,,,30.0,2.4729647999999997,0.0,0.0,0.0,0.0,0.0,32.4729648,2.4729647999999997,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,5,fixed_annual_keur,INFLATION,20.0,0.02,1.08243216,True,,,,,20.0,1.6486431999999986,0.0,0.0,0.0,0.0,0.0,21.6486432,1.6486431999999986,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,5,fixed_annual_keur,INFLATION,10.0,0.02,1.08243216,True,,,,,10.0,0.8243215999999993,0.0,0.0,0.0,0.0,0.0,10.8243216,0.8243215999999993,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,5,fixed_annual_keur,INFLATION,8.75,0.02,1.08243216,True,,,,,8.75,0.7212814000000005,0.0,0.0,0.0,0.0,0.0,9.4712814,0.7212814000000005,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,6,fixed_annual_keur,INFLATION,400.0,0.02,1.1040808032,True,,,,,400.0,41.632321279999985,0.0,0.0,0.0,0.0,0.0,441.63232128,41.632321279999985,0.0,
TUHO,B.06,B.06.2,Third Party Liability,6,fixed_annual_keur,INFLATION,30.0,0.02,1.1040808032,True,,,,,30.0,3.122424096000003,0.0,0.0,0.0,0.0,0.0,33.122424096,3.122424096000003,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,6,fixed_annual_keur,INFLATION,20.0,0.02,1.1040808032,True,,,,,20.0,2.081616064000002,0.0,0.0,0.0,0.0,0.0,22.081616064000002,2.081616064000002,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,6,fixed_annual_keur,INFLATION,10.0,0.02,1.1040808032,True,,,,,10.0,1.040808032000001,0.0,0.0,0.0,0.0,0.0,11.040808032000001,1.040808032000001,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,6,fixed_annual_keur,INFLATION,8.75,0.02,1.1040808032,True,,,,,8.75,0.9107070280000009,0.0,0.0,0.0,0.0,0.0,9.660707028000001,0.9107070280000009,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,7,fixed_annual_keur,INFLATION,400.0,0.02,1.126162419264,True,,,,,400.0,50.46496770560003,0.0,0.0,0.0,0.0,0.0,450.46496770560003,50.46496770560003,0.0,
TUHO,B.06,B.06.2,Third Party Liability,7,fixed_annual_keur,INFLATION,30.0,0.02,1.126162419264,True,,,,,30.0,3.784872577920005,0.0,0.0,0.0,0.0,0.0,33.784872577920005,3.784872577920005,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,7,fixed_annual_keur,INFLATION,20.0,0.02,1.126162419264,True,,,,,20.0,2.5232483852800023,0.0,0.0,0.0,0.0,0.0,22.523248385280002,2.5232483852800023,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,7,fixed_annual_keur,INFLATION,10.0,0.02,1.126162419264,True,,,,,10.0,1.2616241926400011,0.0,0.0,0.0,0.0,0.0,11.261624192640001,1.2616241926400011,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,7,fixed_annual_keur,INFLATION,8.75,0.02,1.126162419264,True,,,,,8.75,1.1039211685600012,0.0,0.0,0.0,0.0,0.0,9.853921168560001,1.1039211685600012,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,8,fixed_annual_keur,INFLATION,400.0,0.02,1.14868566764928,True,,,,,400.0,59.47426705971202,0.0,0.0,0.0,0.0,0.0,459.474267059712,59.47426705971202,0.0,
TUHO,B.06,B.06.2,Third Party Liability,8,fixed_annual_keur,INFLATION,30.0,0.02,1.14868566764928,True,,,,,30.0,4.460570029478404,0.0,0.0,0.0,0.0,0.0,34.460570029478404,4.460570029478404,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,8,fixed_annual_keur,INFLATION,20.0,0.02,1.14868566764928,True,,,,,20.0,2.9737133529856017,0.0,0.0,0.0,0.0,0.0,22.9737133529856,2.9737133529856017,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,8,fixed_annual_keur,INFLATION,10.0,0.02,1.14868566764928,True,,,,,10.0,1.4868566764928008,0.0,0.0,0.0,0.0,0.0,11.4868566764928,1.4868566764928008,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,8,fixed_annual_keur,INFLATION,8.75,0.02,1.14868566764928,True,,,,,8.75,1.3009995919312,0.0,0.0,0.0,0.0,0.0,10.0509995919312,1.3009995919312,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,9,fixed_annual_keur,INFLATION,400.0,0.02,1.1716593810022657,True,,,,,400.0,68.66375240090628,0.0,0.0,0.0,0.0,0.0,468.6637524009063,68.66375240090628,0.0,
TUHO,B.06,B.06.2,Third Party Liability,9,fixed_annual_keur,INFLATION,30.0,0.02,1.1716593810022657,True,,,,,30.0,5.149781430067975,0.0,0.0,0.0,0.0,0.0,35.149781430067975,5.149781430067975,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,9,fixed_annual_keur,INFLATION,20.0,0.02,1.1716593810022657,True,,,,,20.0,3.4331876200453166,0.0,0.0,0.0,0.0,0.0,23.433187620045317,3.4331876200453166,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,9,fixed_annual_keur,INFLATION,10.0,0.02,1.1716593810022657,True,,,,,10.0,1.7165938100226583,0.0,0.0,0.0,0.0,0.0,11.716593810022658,1.7165938100226583,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,9,fixed_annual_keur,INFLATION,8.75,0.02,1.1716593810022657,True,,,,,8.75,1.502019583769826,0.0,0.0,0.0,0.0,0.0,10.252019583769826,1.502019583769826,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,10,fixed_annual_keur,INFLATION,400.0,0.02,1.195092568622311,True,,,,,400.0,78.03702744892445,0.0,0.0,0.0,0.0,0.0,478.03702744892445,78.03702744892445,0.0,
TUHO,B.06,B.06.2,Third Party Liability,10,fixed_annual_keur,INFLATION,30.0,0.02,1.195092568622311,True,,,,,30.0,5.852777058669332,0.0,0.0,0.0,0.0,0.0,35.85277705866933,5.852777058669332,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,10,fixed_annual_keur,INFLATION,20.0,0.02,1.195092568622311,True,,,,,20.0,3.9018513724462203,0.0,0.0,0.0,0.0,0.0,23.90185137244622,3.9018513724462203,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,10,fixed_annual_keur,INFLATION,10.0,0.02,1.195092568622311,True,,,,,10.0,1.9509256862231101,0.0,0.0,0.0,0.0,0.0,11.95092568622311,1.9509256862231101,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,10,fixed_annual_keur,INFLATION,8.75,0.02,1.195092568622311,True,,,,,8.75,1.7070599754452225,0.0,0.0,0.0,0.0,0.0,10.457059975445222,1.7070599754452225,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,11,fixed_annual_keur,INFLATION,400.0,0.02,1.2189944199947573,True,,,,,400.0,87.5977679979029,0.0,0.0,0.0,0.0,0.0,487.5977679979029,87.5977679979029,0.0,
TUHO,B.06,B.06.2,Third Party Liability,11,fixed_annual_keur,INFLATION,30.0,0.02,1.2189944199947573,True,,,,,30.0,6.569832599842719,0.0,0.0,0.0,0.0,0.0,36.56983259984272,6.569832599842719,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,11,fixed_annual_keur,INFLATION,20.0,0.02,1.2189944199947573,True,,,,,20.0,4.379888399895147,0.0,0.0,0.0,0.0,0.0,24.379888399895147,4.379888399895147,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,11,fixed_annual_keur,INFLATION,10.0,0.02,1.2189944199947573,True,,,,,10.0,2.1899441999475737,0.0,0.0,0.0,0.0,0.0,12.189944199947574,2.1899441999475737,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,11,fixed_annual_keur,INFLATION,8.75,0.02,1.2189944199947573,True,,,,,8.75,1.9162011749541268,0.0,0.0,0.0,0.0,0.0,10.666201174954127,1.9162011749541268,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,12,fixed_annual_keur,INFLATION,400.0,0.02,1.2433743083946525,True,,,,,400.0,97.34972335786097,0.0,0.0,0.0,0.0,0.0,497.34972335786097,97.34972335786097,0.0,
TUHO,B.06,B.06.2,Third Party Liability,12,fixed_annual_keur,INFLATION,30.0,0.02,1.2433743083946525,True,,,,,30.0,7.3012292518395725,0.0,0.0,0.0,0.0,0.0,37.30122925183957,7.3012292518395725,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,12,fixed_annual_keur,INFLATION,20.0,0.02,1.2433743083946525,True,,,,,20.0,4.867486167893048,0.0,0.0,0.0,0.0,0.0,24.86748616789305,4.867486167893048,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,12,fixed_annual_keur,INFLATION,10.0,0.02,1.2433743083946525,True,,,,,10.0,2.433743083946524,0.0,0.0,0.0,0.0,0.0,12.433743083946524,2.433743083946524,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,12,fixed_annual_keur,INFLATION,8.75,0.02,1.2433743083946525,True,,,,,8.75,2.1295251984532086,0.0,0.0,0.0,0.0,0.0,10.879525198453209,2.1295251984532086,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,13,fixed_annual_keur,INFLATION,400.0,0.02,1.2682417945625455,True,,,,,400.0,107.29671782501822,0.0,0.0,0.0,0.0,0.0,507.2967178250182,107.29671782501822,0.0,
TUHO,B.06,B.06.2,Third Party Liability,13,fixed_annual_keur,INFLATION,30.0,0.02,1.2682417945625455,True,,,,,30.0,8.047253836876365,0.0,0.0,0.0,0.0,0.0,38.047253836876365,8.047253836876365,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,13,fixed_annual_keur,INFLATION,20.0,0.02,1.2682417945625455,True,,,,,20.0,5.364835891250909,0.0,0.0,0.0,0.0,0.0,25.36483589125091,5.364835891250909,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,13,fixed_annual_keur,INFLATION,10.0,0.02,1.2682417945625455,True,,,,,10.0,2.6824179456254544,0.0,0.0,0.0,0.0,0.0,12.682417945625454,2.6824179456254544,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,13,fixed_annual_keur,INFLATION,8.75,0.02,1.2682417945625455,True,,,,,8.75,2.3471157024222737,0.0,0.0,0.0,0.0,0.0,11.097115702422274,2.3471157024222737,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,14,fixed_annual_keur,INFLATION,400.0,0.02,1.2936066304537965,True,,,,,400.0,117.44265218151861,0.0,0.0,0.0,0.0,0.0,517.4426521815186,117.44265218151861,0.0,
TUHO,B.06,B.06.2,Third Party Liability,14,fixed_annual_keur,INFLATION,30.0,0.02,1.2936066304537965,True,,,,,30.0,8.808198913613893,0.0,0.0,0.0,0.0,0.0,38.80819891361389,8.808198913613893,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,14,fixed_annual_keur,INFLATION,20.0,0.02,1.2936066304537965,True,,,,,20.0,5.87213260907593,0.0,0.0,0.0,0.0,0.0,25.87213260907593,5.87213260907593,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,14,fixed_annual_keur,INFLATION,10.0,0.02,1.2936066304537965,True,,,,,10.0,2.936066304537965,0.0,0.0,0.0,0.0,0.0,12.936066304537965,2.936066304537965,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,14,fixed_annual_keur,INFLATION,8.75,0.02,1.2936066304537965,True,,,,,8.75,2.56905801647072,0.0,0.0,0.0,0.0,0.0,11.31905801647072,2.56905801647072,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,15,fixed_annual_keur,INFLATION,400.0,0.02,1.3194787630628724,True,,,,,400.0,127.79150522514897,0.0,0.0,0.0,0.0,0.0,527.791505225149,127.79150522514897,0.0,
TUHO,B.06,B.06.2,Third Party Liability,15,fixed_annual_keur,INFLATION,30.0,0.02,1.3194787630628724,True,,,,,30.0,9.584362891886173,0.0,0.0,0.0,0.0,0.0,39.58436289188617,9.584362891886173,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,15,fixed_annual_keur,INFLATION,20.0,0.02,1.3194787630628724,True,,,,,20.0,6.389575261257448,0.0,0.0,0.0,0.0,0.0,26.38957526125745,6.389575261257448,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,15,fixed_annual_keur,INFLATION,10.0,0.02,1.3194787630628724,True,,,,,10.0,3.194787630628724,0.0,0.0,0.0,0.0,0.0,13.194787630628724,3.194787630628724,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,15,fixed_annual_keur,INFLATION,8.75,0.02,1.3194787630628724,True,,,,,8.75,2.7954391768001337,0.0,0.0,0.0,0.0,0.0,11.545439176800134,2.7954391768001337,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,16,fixed_annual_keur,INFLATION,400.0,0.02,1.3458683383241299,True,,,,,400.0,138.34733532965197,0.0,0.0,0.0,0.0,0.0,538.347335329652,138.34733532965197,0.0,
TUHO,B.06,B.06.2,Third Party Liability,16,fixed_annual_keur,INFLATION,30.0,0.02,1.3458683383241299,True,,,,,30.0,10.376050149723895,0.0,0.0,0.0,0.0,0.0,40.376050149723895,10.376050149723895,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,16,fixed_annual_keur,INFLATION,20.0,0.02,1.3458683383241299,True,,,,,20.0,6.917366766482598,0.0,0.0,0.0,0.0,0.0,26.917366766482598,6.917366766482598,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,16,fixed_annual_keur,INFLATION,10.0,0.02,1.3458683383241299,True,,,,,10.0,3.458683383241299,0.0,0.0,0.0,0.0,0.0,13.458683383241299,3.458683383241299,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,16,fixed_annual_keur,INFLATION,8.75,0.02,1.3458683383241299,True,,,,,8.75,3.026347960336137,0.0,0.0,0.0,0.0,0.0,11.776347960336137,3.026347960336137,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,17,fixed_annual_keur,INFLATION,400.0,0.02,1.3727857050906125,True,,,,,400.0,149.11428203624496,0.0,0.0,0.0,0.0,0.0,549.114282036245,149.11428203624496,0.0,
TUHO,B.06,B.06.2,Third Party Liability,17,fixed_annual_keur,INFLATION,30.0,0.02,1.3727857050906125,True,,,,,30.0,11.183571152718372,0.0,0.0,0.0,0.0,0.0,41.18357115271837,11.183571152718372,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,17,fixed_annual_keur,INFLATION,20.0,0.02,1.3727857050906125,True,,,,,20.0,7.455714101812248,0.0,0.0,0.0,0.0,0.0,27.455714101812248,7.455714101812248,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,17,fixed_annual_keur,INFLATION,10.0,0.02,1.3727857050906125,True,,,,,10.0,3.727857050906124,0.0,0.0,0.0,0.0,0.0,13.727857050906124,3.727857050906124,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,17,fixed_annual_keur,INFLATION,8.75,0.02,1.3727857050906125,True,,,,,8.75,3.2618749195428585,0.0,0.0,0.0,0.0,0.0,12.011874919542858,3.2618749195428585,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,18,fixed_annual_keur,INFLATION,400.0,0.02,1.4002414191924248,True,,,,,400.0,160.09656767696993,0.0,0.0,0.0,0.0,0.0,560.0965676769699,160.09656767696993,0.0,
TUHO,B.06,B.06.2,Third Party Liability,18,fixed_annual_keur,INFLATION,30.0,0.02,1.4002414191924248,True,,,,,30.0,12.007242575772743,0.0,0.0,0.0,0.0,0.0,42.00724257577274,12.007242575772743,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,18,fixed_annual_keur,INFLATION,20.0,0.02,1.4002414191924248,True,,,,,20.0,8.004828383848498,0.0,0.0,0.0,0.0,0.0,28.004828383848498,8.004828383848498,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,18,fixed_annual_keur,INFLATION,10.0,0.02,1.4002414191924248,True,,,,,10.0,4.002414191924249,0.0,0.0,0.0,0.0,0.0,14.002414191924249,4.002414191924249,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,18,fixed_annual_keur,INFLATION,8.75,0.02,1.4002414191924248,True,,,,,8.75,3.502112417933718,0.0,0.0,0.0,0.0,0.0,12.252112417933718,3.502112417933718,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,19,fixed_annual_keur,INFLATION,400.0,0.02,1.4282462475762734,True,,,,,400.0,171.29849903050933,0.0,0.0,0.0,0.0,0.0,571.2984990305093,171.29849903050933,0.0,
TUHO,B.06,B.06.2,Third Party Liability,19,fixed_annual_keur,INFLATION,30.0,0.02,1.4282462475762734,True,,,,,30.0,12.847387427288204,0.0,0.0,0.0,0.0,0.0,42.847387427288204,12.847387427288204,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,19,fixed_annual_keur,INFLATION,20.0,0.02,1.4282462475762734,True,,,,,20.0,8.56492495152547,0.0,0.0,0.0,0.0,0.0,28.56492495152547,8.56492495152547,0.0,
TUHO,B.06,B.06.4,Spare parts insurance,19,fixed_annual_keur,INFLATION,10.0,0.02,1.4282462475762734,True,,,,,10.0,4.282462475762735,0.0,0.0,0.0,0.0,0.0,14.282462475762735,4.282462475762735,0.0,
TUHO,B.06,B.06.5,Wake effect compensation,19,fixed_annual_keur,INFLATION,8.75,0.02,1.4282462475762734,True,,,,,8.75,3.747154666292392,0.0,0.0,0.0,0.0,0.0,12.497154666292392,3.747154666292392,0.0,
TUHO,B.06,B.06.1,Operation All Risk with BI,20,fixed_annual_keur,INFLATION,400.0,0.02,1.4568111725277988,True,,,,,400.0,182.72446901111948,0.0,0.0,0.0,0.0,0.0,582.7244690111195,182.72446901111948,0.0,
TUHO,B.06,B.06.2,Third Party Liability,20,fixed_annual_keur,INFLATION,30.0,0.02,1.4568111725277988,True,,,,,30.0,13.704335175833961,0.0,0.0,0.0,0.0,0.0,43.70433517583396,13.704335175833961,0.0,
TUHO,B.06,B.06.3,Substation and O&M Building Coverage,20,fixed_annual_keur,INFLATION,20.0,0.02,1.4568111725277988,True,,,,,20.0,9.136223450555974,0.0,0.0,0.0,0.0,0.0,29.136223450555974,9.136223450555974,0.0,
